"period","menu","item_name","item_name_updated","menu_group","category_1","category_2","avg_cost","loaded_at"
"P05-2026","CATERING - 3PD","Territory Ginger Curry Beef with Lemon Rice","Territory Ginger Curry Beef with Lemon Rice","TERRITORY",,,2.0069,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Territory Spiced Beef and Chickpea Bowl","Territory Spiced Beef and Chickpea Bowl","TERRITORY",,,1.8700,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Territory Ginger Curry Beef with Supergrains","Territory Ginger Curry Beef with Supergrains","TERRITORY",,,1.8926,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Territory Chickpea Bowl with Lemon Rice","Territory Chickpea Bowl with Lemon Rice","TERRITORY",,,0.7864,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Territory Sesame Peanut Noodle","Territory Sesame Peanut Noodle","TERRITORY",,,0.7675,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","CaterCow Buffet Style","CaterCow Buffet Style","Cater Cow",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","CaterCow Premium Options Surcharge","CaterCow Premium Options Surcharge","Cater Cow",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Cater Cow Tikka Chance On Me","Cater Cow Tikka Chance On Me","Cater Cow",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Cater Cow Lamb Kebab Bowl","Cater Cow Lamb Kebab Bowl","Cater Cow",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Cater Cow Spicy Chili Chicken Bowl","Cater Cow Spicy Chili Chicken Bowl","Cater Cow",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Cater Cow Chicken Tikka + Avocado Salad","Cater Cow Chicken Tikka + Avocado Salad","Cater Cow",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Educational Discovery Reserved Seating","Educational Discovery Reserved Seating","Educational Discovery Tours",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Harvest Chicken Bowl - Club Feast","Harvest Chicken Bowl - Club Feast","Club Feast",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Grain Bowl - Club Feast","Grain Bowl - Club Feast","Club Feast",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Salad Bowl - Club Feast","Salad Bowl - Club Feast","Club Feast",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Tandoori Paneer Bowl - Club Feast","Tandoori Paneer Bowl - Club Feast","Club Feast",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Spicy Chili Chicken Bowl - Club Feast","Spicy Chili Chicken Bowl - Club Feast","Club Feast",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Chicken Tikka + Avocado Salad - Club Feast","Chicken Tikka + Avocado Salad - Club Feast","Club Feast",,,3.1325,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Plain Naan Basket Small - Club Feast","Plain Naan Basket Small - Club Feast","Club Feast",,,5.2162,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Garlic Naan Basket Small - Club Feast","Garlic Naan Basket Small - Club Feast","Club Feast",,,5.6384,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","Cauliflower + Quinoa - Club Feast","Cauliflower + Quinoa - Club Feast","Club Feast",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","ZeroCater Bases","ZeroCater Bases","ZeroCater",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","ZeroCater Mains","ZeroCater Mains","ZeroCater",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","ZeroCater Sauces","ZeroCater Sauces","ZeroCater",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","ZeroCater Toppings","ZeroCater Toppings","ZeroCater",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","ZeroCater Chutneys","ZeroCater Chutneys","ZeroCater",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","ZeroCater Veggie Composed Salad","ZeroCater Veggie Composed Salad","ZeroCater",,,10.9463,"2026-07-02 18:14:16.228504+00"
"P05-2026","CATERING - 3PD","ZeroCater Naan","ZeroCater Naan","ZeroCater",,,0.8333,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Aramark Lamb Bowl","Aramark Lamb Bowl","Aramark*",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Cureate Chicken Bowl","Cureate Chicken Bowl","Cureate",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Cureate Harvest Vegetables Bowl","Cureate Harvest Vegetables Bowl","Cureate",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Cureate Spicy Chili Chicken Bowl","Cureate Spicy Chili Chicken Bowl","Cureate",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Cureate Tandoori Paneer Bowl","Cureate Tandoori Paneer Bowl","Cureate",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Eurest Bowl","Eurest Bowl","Eurest*",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Eurest Premium Bowl","Eurest Premium Bowl","Eurest*",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Eurest Double Protein Bowl","Eurest Double Protein Bowl","Eurest*",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Eurest Mango Lassi","Eurest Mango Lassi","Eurest*",,,1.3200,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Fooda Aramark Eurest Masala Chai Cookies","Fooda Aramark Eurest Masala Chai Cookies","Eurest*",,,0.3400,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Foodworks BYO Bowl","Foodworks BYO Bowl","Foodworks",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Foodworks BYO Premium Bowl","Foodworks BYO Premium Bowl","Foodworks",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","OFFSITE POP-UPS","Mango Lassi","Mango Lassi","Foodworks",,,1.3200,"2026-07-02 18:14:16.228504+00"
"P05-2026","3PD OPEN MARKUP","3PD MARKUP","3PD MARKUP","3PD MARKUPS",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Gift card","Gift Card","Gift Card","Gift card",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","H","H","Open Drink",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Additional Menu Items","Additional Menu Items","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Arlington Public Library Event Sample","Arlington Public Library Event Sample","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Avocado","Avocado","Open Food",,,0.3400,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Avocados","Avocados","Open Food",,,0.3400,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","BYO MARRIOT","BYO MARRIOT","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Bite size food samples for 100 guests","Bite size food samples for 100 guests","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Bolw Spinash","Bolw Spinash","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Chicken Avocado Salad","Chicken Avocado Salad","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Corn","Corn","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Extra Chicken","Extra Chicken","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Extra Choices","Extra Choices","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Food Marriott","Food Marriott","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Foodelicious 2026 Event (5/18/2026) Speaker fee for chef","Foodelicious 2026 Event (5/18/2026) Speaker fee for chef","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Hi","Hi","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Holi","Holi","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Holi Event Cash","Holi Event Cash","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Holli Event","Holli Event","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Hungry Vouchers","Hungry Vouchers","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","K","K","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Lamb","Lamb","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Lamb 1/2","Lamb 1/2","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Marriot BYO","Marriot BYO","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Premium Options Upcharge","Premium Options Upcharge","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Share our Strength Dinner","Share our Strength Dinner","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Side Of Chicken Added","Side Of Chicken Added","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Spinach","Spinach","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Spring Fest-MVT","Spring Fest-MVT","Open Food",,,,"2026-07-02 18:14:16.228504+00"
"P05-2026","Open items","Square Hungry","Square Hungry","Open Food",,,,"2026-07-02 18:14:16.228504+00"
