"period","recipe_name","clean_name","portion_unit","cogs_account","total_cost","cost_per_portion","loaded_at"
"P02-2026","MI Masala Quinoa - Party Pack","Masala Quinoa - Party Pack","Each",,0.1658,0.1658,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Masala Quinoa - Side","Masala Quinoa - Side","Each",,0.4320,0.4320,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Masala Yogurt","Masala Yogurt","Each",,0.1430,0.1430,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Microgreens","Microgreens","Each",,1.8969,1.8969,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mini Samosa - Individual","Mini Samosa - Individual","Each",,0.2990,0.2990,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mini Samosas","Mini Samosas","Each",,1.1764,1.1764,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mint Cardamom Limeade","Mint Cardamon Limeade","Each",,0.6351,0.6351,"2026-06-24 10:52:32.052209+00"
"P05-2026","MI HUNGRY Test 5","HUNGRY Test 5","Each",,1.6589,1.6589,"2026-06-24 10:52:36.47836+00"
"P02-2026","MI Mint Cardamom Limeade - 1 Gallon","Mint Cardamom Limeade - 1 Gallon","Each",,6.1084,6.1084,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mint Cardamom Limeade - 1/2 Gallon","Mint Cardamom Limeade - 1/2 Gallon","Each",,4.3524,4.3524,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mint Cilantro Chutney","Mint Cilantro Chutney","Each",,0.1550,0.1550,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mint Cilantro Chutney - Classic","Mint Cilantro Chutney - Classic","Each",,0.0667,0.0667,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mint Cilantro Chutney - Desi Deluxe","Mint Cilantro Chutney - Desi Deluxe","Each",,0.0744,0.0744,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mint Cilantro Chutney - Party Pack","Mint Cilantro Chutney - Party Pack","Each",,0.0775,0.0775,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mint Cilantro Chutney - Portion Cup","Mint Cilantro Chutney - Portion Cup","Each",,0.2545,0.2545,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mint Cilantro Chutney - Quart","Mint Cilantro Chutney - Quart","Each",,5.3164,5.3164,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mont Gravet Rose - bottle","Mont Gravet Rose - bottle","Each",,6.6708,6.6708,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mont Gravet Rose - glass","Mont Gravet Rose - glass","Each",,1.5782,1.5782,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mumbai Mule","Mumbai Mule","Each",,1.8566,1.8566,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mumbai Mule Growler","Mumbai Mule Growler","Each",,10.2581,10.2581,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Mumbai Mule Jar","Mumbai Mule Jar","Each",,5.1291,5.1291,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Naan","Naan","Each",,0.4913,0.4913,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Namaste White 1 can","Namaste White 1 can","Each",,1.4958,1.4958,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Namaste White 6 pack","Namaste White 6 pack","Each",,8.9750,8.9750,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI No Juice - Kids","No Juice - Kids","Each",,,,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI No Spread","No Spread","Each",,0.0000,0.0000,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Olipop Cola","Olipop Cola","Each",,1.8625,1.8625,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Olipop Lemon Lime","Olipop Lemon Lime","Each",,1.8625,1.8625,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Olipop Root Beer","Olipop Root Beer","Each",,2.1800,2.1800,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Open Sesame - In House","Open Sesame - In House","Each",,3.7752,3.7752,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Open Sesame - Online","Open Sesame - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Open Water Sparkling","Open Water Sparkling","Each",,1.1667,1.1667,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Open Water Still","Open Water Still","Each",,1.1667,1.1667,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Optimal Wit 1 bottle","Optimal Wit 1 bottle","Each",,1.4317,1.4317,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pabst Blue Ribbon 1 can","Pabst Blue Ribbon 1 can","Each",,0.8688,0.8688,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pabst Blue Ribbon 6 pack","Pabst Blue Ribbon 6 pack","Each",,5.2128,5.2128,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Paneer Makhani Bowl - OLD","Paneer Makhani Bowl - OLD","Each",,3.5203,3.5203,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Peanut Sesame - Catering - Additional Item","Peanut Sesame - Catering - Additional Item","Each",,4.5994,4.5994,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Peanut Sesame - Classic","Peanut Sesame - Classic","Each",,0.1419,0.1419,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Peanut Sesame - Desi Deluxe","Peanut Sesame - Desi Deluxe","Each",,0.1326,0.1326,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Peanut Sesame - Party Pack","Peanut Sesame - Party Pack","Each",,0.1658,0.1658,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Peanut Sesame Sauce","Peanut Sesame","Each",,0.5304,0.5304,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Peanut Sesame Sauce - Side","Peanut Sesame Sauce - Side","Each",,1.1808,1.1808,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pickled Onions","Pickled Onions","Each",,0.0397,0.0397,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pickled Onions - Classic","Pickled Onions - Classic","Each",,0.0344,0.0344,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pickled Onions - Desi Deluxe","Pickled Onions - Desi Deluxe","Each",,0.0323,0.0323,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pickled Onions - Party Pack","Pickled Onions - Party Pack","Each",,0.0403,0.0403,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pickled Radish","Pickled Radish","Each",,0.0185,0.0185,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pickled Radish - Classic","Pickled Radish - Classic","Each",,0.0078,0.0078,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pickled Radish - Desi Deluxe","Pickled Radish - Desi Deluxe","Each",,0.0074,0.0074,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pickled Radish - Party Pack","Pickled Radish - Party Pack","Each",,0.0092,0.0092,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pinot Noir","Pinot Noir","Each",,5.6700,5.6700,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Plain Naan Basket Large","Plain Naan Basket Large","Each",,5.8743,5.8743,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Plain Naan Basket Small","Plain Naan Basket Small","Each",,3.4181,3.4181,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Poached Egg","Poached Egg","Each",,0.1522,0.1522,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pumpkin Seeds","Pumpkin Seeds","Each",,0.0127,0.0127,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pumpkin Seeds - Classic","Pumpkin Seeds - Classic","Each",,0.0535,0.0535,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pumpkin Seeds - Desi Deluxe","Pumpkin Seeds - Desi Deluxe","Each",,0.0510,0.0510,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Pumpkin Seeds - Party Pack","Pumpkin Seeds - Party Pack","Each",,0.0637,0.0637,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI RAIN Water","RAIN Water","Each",,1.3125,1.3125,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Roasted Lentils","Roasted Lentils","Each",,0.0061,0.0061,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Roasted Lentils - Classic","Roasted Lentils - Classic","Each",,0.0110,0.0110,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Roasted Lentils - Desi Deluxe","Roasted Lentils - Desi Deluxe","Each",,0.0098,0.0098,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Roasted Lentils - Party Pack","Roasted Lentils - Party Pack","Each",,0.0122,0.0122,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Romaine - Classic","Romaine - Classic","Each",,0.1349,0.1349,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Romaine - Desi Deluxe","Romaine - Desi Deluxe","Each",,0.1255,0.1255,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Romaine - Party Pack","Romaine - Party Pack","Each",,0.1568,0.1568,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Roti","Roti","Each",,0.6167,0.6167,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Rupee Lager 1 can","Rupee Lager 1 can","Each",,2.4354,2.4354,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Saag Paneer Bowl - Old","Saag Paneer Bowl - Old","Each",,3.0337,3.0337,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Salad Bowl - In House","Salad Bowl - In House","Each",,2.0134,2.0134,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Salad Bowl - Online","Salad Bowl - Online","Each",,0.6148,0.6148,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Samosa Chaat","Samosa Chaat","Each",,2.2224,2.2224,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Samosa Tray - 10","Samosa Tray - 10","Each",,5.9186,5.9186,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Samosa Tray - 100","Samosa Tray - 100","Each",,59.1860,59.1860,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Samosa Tray - 14","Samosa Tray - 14","Each",,7.1146,7.1146,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Samosa Tray - 142","Samosa Tray - 142","Each",,71.7440,71.7440,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Samosa Tray - 20","Samosa Tray - 20","Each",,11.8372,11.8372,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Samosa Tray - 50","Samosa Tray - 50","Each",,29.5930,29.5930,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sautéed Spinach","Sauteed Spinach","Each",,0.2568,0.2568,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sauteed Spinach - Catering - Additional Item","Sauteed Spinach - Catering - Additional Item","Each",,4.9740,4.9740,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sautéed Spinach - Classic","Sautéed Spinach - Classic","Each",,0.1145,0.1145,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sautéed Spinach - Desi Deluxe","Sautéed Spinach - Desi Deluxe","Each",,0.1070,0.1070,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sautéed Spinach - Party Pack","Sautéed Spinach - Party Pack","Each",,0.1337,0.1337,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sautéed Spinach - Side","Sautéed Spinach - Side","Each",,0.7619,0.7619,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI SeaQuench Ale 1 can","SeaQuench Ale 1 can","Each",,1.3125,1.3125,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI SeaQuench Ale 6 pack","SeaQuench Ale 6 pack","Each",,7.8750,7.8750,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sexygreens","Sexygreens","Each",,0.6917,0.6917,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sexygreens - Classic","Sexygreens - Classic","Each",,0.1565,0.1565,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sexygreens - Desi Deluxe","Sexygreens - Desi Deluxe","Each",,0.1456,0.1456,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sexygreens - Party Pack","Sexygreens - Party Pack","Each",,0.1820,0.1820,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sharebite Aloo Need Is Love","Sharebite Aloo Need Is Love","Each",,2.5740,2.5740,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sharebite Grain Bowl","Sharebite Grain Bowl","Each",,0.6148,0.6148,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sharebite Greens + Grains Bowl","Sharebite Greens + Grains Bowl","Each",,0.6148,0.6148,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sharebite Spicy Chili Chicken Bowl","Sharebite Spicy Chili Chicken Bowl","Each",,2.9987,2.9987,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Sharebite Tikka Chance On Me","Sharebite Tikka Chance On Me","Each",,2.9071,2.9071,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Shredded Paneer","Shredded Paneer Cheese","Each",,0.1750,0.1750,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Shredded Paneer - Classic","Shredded Paneer - Classic","Each",,0.0753,0.0753,"2026-06-24 10:52:32.052209+00"
"P02-2026","MI Shredded Paneer - Party Pack","Shredded Paneer - Party Pack","Each",,0.0875,0.0875,"2026-06-24 10:52:32.052209+00"
