"period","recipe_name","clean_name","portion_unit","cogs_account","total_cost","cost_per_portion","loaded_at"
"P05-2026","MI Chicken Tikka + Avocado Salad - In House","Chicken Tikka + Avocado Salad - In House","Each",,3.3902,3.3902,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chicken Tikka + Avocado Salad - Online","Chicken Tikka + Avocado Salad - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Test 1","HUNGRY Test 1","Each",,1.8806,1.8806,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chicken Tikka Bowl - In House","Chicken Tikka Bowl - In House","Each",,2.8799,2.8799,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chicken Tikka Bowl - Online","Chicken Tikka Bowl - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chicken Tikka Burrito - In House","Chicken Tikka Burrito - In House","Each",,3.2571,3.2571,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chicken Tikka Burrito - Online","Chicken Tikka Burrito - Online","Each",,1.0895,1.0895,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chicken Tikka Masala Bowl - OLD","Chicken Tikka Masala Bowl - OLD","Each",,3.7667,3.7667,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chickpea Noodles","Crispy Chickpea Noodles","Each",,0.0091,0.0091,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chili Lime Vinaigrette - Portion Cup","Chili Lime Vinaigrette - Portion Cup","Each",,0.1651,0.1651,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chili Lime Vinaigrette Dressing","Chili Lime Vinaigrette","Each",,0.0954,0.0954,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chips + Chutney","Chips + Chutney","Each",,0.7743,0.7743,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Chopped Cilantro","Chopped Cilantro","Each",,0.0232,0.0232,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coconut Curry Shrimp Bowl - In House","Coconut Curry Shrimp Bowl - In House","Each",,5.1120,5.1120,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coconut Curry Shrimp Bowl - Online","Coconut Curry Shrimp Bowl - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coconut Ginger - Catering - Additional Item","Coconut Ginger - Catering - Additional Item","Each",,6.7547,6.7547,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coconut Ginger - Classic","Coconut Ginger - Classic","Each",,0.2140,0.2140,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coconut Ginger - Desi Deluxe","Coconut Ginger - Desi Deluxe","Each",,0.2000,0.2000,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coconut Ginger - Party Pack","Coconut Ginger - Party Pack","Each",,0.2499,0.2499,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coconut Ginger Sauce","Coconut Ginger Sauce","Each",,0.7998,0.7998,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Combo Naan Basket Large","Combo Naan Basket Large","Each",,11.6649,11.6649,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Combo Naan Basket Small","Combo Naan Basket Small","Each",,6.3572,6.3572,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coriander Chili Chutney","Coriander Chili Chutney","Each",,0.2262,0.2262,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coriander Chili Chutney - Classic","Coriander Chili Chutney - Classic","Each",,0.1118,0.1118,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coriander Chili Chutney - Desi Deluxe","Coriander Chili Chutney - Desi Deluxe","Each",,0.1249,0.1249,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coriander Chili Chutney - Party Pack","Coriander Chili Chutney - Party Pack","Each",,0.1301,0.1301,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Coriander Chili Chutney - Portion Cup","Coriander Chili Chutney - Portion Cup","Each",,0.4122,0.4122,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Cotton and Reed Rum Shot","Cotton and Reed Rum Shot","Each",,1.2612,1.2612,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Aloo Gobhi - Half Portion","CP Aloo Gobhi - Half Portion","Each",,0.9535,0.9535,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Aloo Gobhi - Side","CP Aloo Gobhi - Side","Each",,1.5488,1.5488,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Aloo Gobhi Plate - In House","CP Aloo Gobhi Plate - In House","Each",,2.5597,2.5597,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Aloo Gobhi Plate - Online","CP Aloo Gobhi Plate - Online","Each",,2.4508,2.4508,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Butter Chicken - Half Portion","CP Butter Chicken - Half Portion","Each",,1.4363,1.4363,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Butter Chicken - Side","CP Butter Chicken - Side","Each",,1.7830,1.7830,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Butter Chicken Plate - In House","CP Butter Chicken Plate - In House","Each",,3.5241,3.5241,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Butter Chicken Plate - Online","CP Butter Chicken Plate - Online","Each",,3.4152,3.4152,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Chicken Curry - Half Portion","CP Chicken Curry - Half Portion","Each",,1.3823,1.3823,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Chicken Curry - Side","CP Chicken Curry - Side","Each",,1.7290,1.7290,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Chicken Curry Plate - In House","CP Chicken Curry Plate - In House","Each",,3.4175,3.4175,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Chicken Curry Plate - Online","CP Chicken Curry Plate - Online","Each",,3.3086,3.3086,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Chicken Tikka Masala - Half Portion","CP Chicken Tikka Masala - Half Portion","Each",,1.4187,1.4187,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Chicken Tikka Masala - Side","CP Chicken Tikka Masala - Side","Each",,1.7654,1.7654,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Chicken Tikka Masala Plate - In House","CP Chicken Tikka Masala Plate - In House","Each",,3.4903,3.4903,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Chicken Tikka Masala Plate - Online","CP Chicken Tikka Masala Plate - Online","Each",,3.3814,3.3814,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Coconut Veggie Curry - Half Portion","CP Coconut Veggie Curry - Half Portion","Each",,1.5943,1.5943,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Coconut Veggie Curry - Side","CP Coconut Veggie Curry - Side","Each",,1.9782,1.9782,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Coconut Veggie Curry Plate - In House","CP Coconut Veggie Curry Plate - In House","Each",,3.8415,3.8415,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Coconut Veggie Curry Plate - Online","CP Coconut Veggie Curry Plate - Online","Each",,3.7326,3.7326,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Lamb Kofta Korma - Half Portion","CP Lamb Kofta Korma - Half Portion","Each",,2.2087,2.2087,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Lamb Kofta Korma - Side","CP Lamb Kofta Korma - Side","Each",,2.3287,2.3287,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Lamb Kofta Korma Plate - In House","CP Lamb Kofta Korma Plate - In House","Each",,4.5117,4.5117,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Lamb Kofta Korma Plate - Online","CP Lamb Kofta Korma Plate - Online","Each",,4.4028,4.4028,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Paneer Butter Masala - Half Portion","CP Paneer Butter Masala - Half Portion","Each",,1.5059,1.5059,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Paneer Butter Masala - Side","CP Paneer Butter Masala - Side","Each",,1.8757,1.8757,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Paneer Butter Masala Plate - In House","CP Paneer Butter Masala Plate - In House","Each",,3.6631,3.6631,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Paneer Butter Masala Plate - Online","CP Paneer Butter Masala Plate - Online","Each",,3.5542,3.5542,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Paneer Tikka Masala - Half Portion","CP Paneer Tikka Masala - Half Portion","Each",,1.4883,1.4883,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Paneer Tikka Masala - Side","CP Paneer Tikka Masala - Side","Each",,1.8581,1.8581,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Paneer Tikka Masala Plate - In House","CP Paneer Tikka Masala Plate - In House","Each",,3.6293,3.6293,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Paneer Tikka Masala Plate - Online","CP Paneer Tikka Masala Plate - Online","Each",,3.5204,3.5204,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Pick 2 Plate - In House","CP Pick 2 Plate - In House","Each",,0.8862,0.8862,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Pick 2 Plate - Online","CP Pick 2 Plate - Online","Each",,0.7773,0.7773,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Saag Chole - Half Portion","CP Saag Chole - Half Portion","Each",,0.5420,0.5420,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Saag Chole - Side","CP Saag Chole - Side","Each",,0.6620,0.6620,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Saag Chole Plate - In House","CP Saag Chole Plate - In House","Each",,1.3774,1.3774,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Saag Chole Plate - Online","CP Saag Chole Plate - Online","Each",,1.2685,1.2685,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Saag Paneer - Half Portion","CP Saag Paneer - Half Portion","Each",,1.2091,1.2091,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Saag Paneer - Side","CP Saag Paneer - Side","Each",,1.5789,1.5789,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Saag Paneer Plate - In House","CP Saag Paneer Plate - In House","Each",,2.8393,2.8393,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI CP Saag Paneer Plate - Online","CP Saag Paneer Plate - Online","Each",,2.7304,2.7304,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Cranberry Chutney","Cranberry Chutney","Each",,0.0897,0.0897,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Cucumber Cubes","Cucumber Cubes","Each",,0.0204,0.0204,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Cucumber Cubes - Classic","Cucumber Cubes - Classic","Each",,0.0245,0.0245,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Cucumber Cubes - Desi Deluxe","Cucumber Cubes - Desi Deluxe","Each",,0.0228,0.0228,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Cucumber Cubes - Party Pack","Cucumber Cubes - Party Pack","Each",,0.0285,0.0285,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Cucumber Raita","Cucumber Raita","Each",,0.4164,0.4164,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI DC Brau Pilsner 1 can","DC Brau Pilsner 1 can","Each",,1.5979,1.5979,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI DC Brau Pilsner 6 pack","DC Brau Pilsner 6 pack","Each",,9.5875,9.5875,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI DCSW Chicken Tikka Bowl","DCSW Chicken Tikka Bowl","Each",,2.5202,2.5202,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI DCSW Paneer Tikka Bowl","DCSW Paneer Tikka Bowl","Each",,2.9721,2.9721,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI DCSW Roasted Veggies Bowl","DCSW Roasted Veggies Bowl","Each",,2.6273,2.6273,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI DCSW Spicy Chicken Bowl","DCSW Spicy Chicken Bowl","Each",,2.2972,2.2972,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Eat Your Veggies - In House","Eat Your Veggies - In House","Each",,2.5956,2.5956,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Eat Your Veggies - Online","Eat Your Veggies - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI EF Tours Reserved Seating","EF Tours Reserved Seating","Each",,3.5449,3.5449,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Eurest BYO Bowl","Eurest BYO Bowl","Each",,3.3041,3.3041,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Eurest BYO Double Protein Bowl","Eurest BYO Double Protein Bowl","Each",,4.4208,4.4208,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Eurest BYO Premium Bowl","Eurest BYO Premium Bowl","Each",,3.2501,3.2501,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Extra Veggie","Extra Veggie","Each",,0.2802,0.2802,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Feed the Fridge Chicken Bowl","Feed the Fridge Chicken Bowl","Each",,1.5709,1.5709,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Feed the Fridge Veg Bowl","Feed the Fridge Veg Bowl","Each",,1.3873,1.3873,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Food Fleet Chicken Tikka Bowl","Food Fleet Chicken Tikka Bowl","Each",,2.7086,2.7086,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Food Fleet Fannie Mae Bowl","Food Fleet Fannie Mae Bowl","Each",,3.1151,3.1151,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Food Fleet Google Bowl","Food Fleet Google Bowl","Each",,2.9869,2.9869,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Food Fleet Spicy Chili Chicken Bowl","Food Fleet Spicy Chili Chicken Bowl","Each",,2.7393,2.7393,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda BYO Chicken Tikka Bowl","Fooda BYO Chicken Tikka Bowl","Each",,3.0058,3.0058,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda BYO Harvest Veg Bowl","Fooda BYO Harvest Veg Bowl","Each",,3.1548,3.1548,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda BYO Paneer Bowl","Fooda BYO Paneer Bowl","Each",,3.3483,3.3483,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda BYO Spicy Chicken Bowl","Fooda BYO Spicy Chicken Bowl","Each",,2.9718,2.9718,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda Chicken Curry Bowl","Fooda Chicken Curry Bowl","Each",,2.4174,2.4174,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda Chicken Tikka Masala Bowl","Fooda Chicken Tikka Masala Bowl","Each",,2.3963,2.3963,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda CloudHQ BYO Bowl","Fooda CloudHQ BYO Bowl","Each",,3.2065,3.2065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda Finnegan BYO Bowl","Fooda Finnegan BYO Bowl","Each",,3.2065,3.2065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda Qualtrics BYO Bowl","Fooda Qualtrics BYO Bowl","Each",,3.2065,3.2065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda Tandoori Paneer Bowl","Fooda Tandoori Paneer Bowl","Each",,3.1620,3.1620,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fooda T-Mobile BYO Bowl","Fooda T-Mobile BYO Bowl","Each",,3.2065,3.2065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Foodee Aloo Need Is Love","Foodee Aloo Need Is Love","Each",,2.5060,2.5060,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Foodee Caul Me Maybe","Foodee Caul Me Maybe","Each",,2.8139,2.8139,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Foodee Eat Your Veggies","Foodee Eat Your Veggies","Each",,2.7143,2.7143,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Foodee Tikka Chance On Me","Foodee Tikka Chance On Me","Each",,2.9986,2.9986,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Fresh Young Coconut","Fresh Young Coconut","Each",,3.3278,3.3278,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Garlic Naan","Garlic Naan","Each",,0.9358,0.9358,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Garlic Naan Basket Large","Garlic Naan Basket Large","Each",,10.4083,10.4083,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Garlic Naan Basket Small","Garlic Naan Basket Small","Each",,5.7290,5.7290,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Goa Your Own Way - In House","Goa Your Own Way - In House","Each",,4.9697,4.9697,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Goa Your Own Way - Online","Goa Your Own Way - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Govt Shutdown Bowl - Chicken","Govt Shutdown Bowl - Chicken","Each",,2.8610,2.8610,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Govt Shutdown Bowl - Veg","Govt Shutdown Bowl - Veg","Each",,3.0100,3.0100,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Grain Bowl - In House","Grain Bowl - In House","Each",,1.7231,1.7231,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Grain Bowl - Online","Grain Bowl - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Green Jackfruit","Green Jackfruit","Each",,0.7922,0.7922,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Greens + Grains Bowl - In House","Greens + Grains Bowl - In House","Each",,1.7739,1.7739,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Greens + Grains Bowl - Online","Greens + Grains Bowl - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Guest Services BYO Chicken Tikka Bowl","Guest Services BYO Chicken Tikka Bowl","Each",,2.8146,2.8146,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Guest Services BYO Harvest Veg Bowl","Guest Services BYO Harvest Veg Bowl","Each",,2.9636,2.9636,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Guest Services BYO Paneer Bowl","Guest Services BYO Paneer Bowl","Each",,3.1571,3.1571,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Guest Services BYO Spicy Chicken Bowl","Guest Services BYO Spicy Chicken Bowl","Each",,2.7806,2.7806,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Chicken Bowl - Catering","Harvest Chicken Bowl - Catering","Each",,3.3783,3.3783,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Chicken Bowl - In House","Harvest Chicken Bowl - In House","Each",,3.3307,3.3307,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Chicken Bowl - Online","Harvest Chicken Bowl - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Test 2","HUNGRY Test 2","Each",,1.8823,1.8823,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Vegetables - Catering - Additional Item","Harvest Vegetables - Catering - Additional Item","Each",,14.2437,14.2437,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Veggies","Roasted Vegetables","Each",,0.8708,0.8708,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Veggies - Classic","Harvest Veggies - Classic","Each",,0.5779,0.5779,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Veggies - Desi Deluxe","Harvest Veggies - Desi Deluxe","Each",,0.5489,0.5489,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Veggies - Kids","Harvest Veggies - Kids","Each",,0.4354,0.4354,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Harvest Veggies - Party Pack","Harvest Veggies - Party Pack","Each",,0.6597,0.6597,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Home Cooking - In House","Home Cooking - In House","Each",,5.1120,5.1120,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Home Cooking - Online","Home Cooking - Online","Each",,0.6065,0.6065,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Hot Masala Chai","Hot Masala Chai","Each",,1.6062,1.6062,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Hot Masala Chai - 3/4 Gallon","Hot Masala Chai - 3/4 Gallon","Each",,16.1362,16.1362,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Hot Masala Chai - OLD","Hot Masala Chai - OLD","Inactive",,1.4930,1.4930,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Hot Oat Milk Masala Chai","Hot Oat Milk Masala Chai","Each",,1.9595,1.9595,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Hot Oat Milk Masala Chai - 3/4 Gallon","Hot Oat Milk Masala Chai - 3/4 Gallon","Each",,19.2202,19.2202,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI Hot Oat Milk Masala Chai - OLD","Hot Oat Milk Masala Chai - OLD","Inactive",,1.8463,1.8463,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI House Vinaigrette Dressing - Classic","House Vinaigrette Dressing - Classic","Each",,0.0410,0.0410,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI House Vinaigrette Dressing - Desi Deluxe","House Vinaigrette Dressing - Desi Deluxe","Each",,0.0458,0.0458,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI House Vinaigrette Dressing - Party Pack","House Vinaigrette Dressing - Party Pack","Each",,0.0477,0.0477,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Basmati Rice","HUNGRY Basmati Rice","Each",,2.5325,2.5325,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY BYO Chicken Tikka + Avocado Salad","HUNGRY BYO Chicken Tikka + Avocado Salad","Inactive",,3.1564,3.1564,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY BYO Chicken Tikka Bowl","HUNGRY BYO Chicken Tikka Bowl","Inactive",,2.5063,2.5063,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY BYO Lamb Kebab Bowl","HUNGRY BYO Lamb Kebab Bowl","Inactive",,3.3304,3.3304,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY BYO Paneer Tikka Bowl","HUNGRY BYO Paneer Tikka Bowl","Inactive",,2.9260,2.9260,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY BYO Spiced Cauliflower + Quinoa","HUNGRY BYO Spiced Cauliflower + Quinoa","Inactive",,2.7129,2.7129,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY BYO Spicy Chili Chicken Bowl","HUNGRY BYO Spicy Chili Chicken Bowl","Inactive",,2.4208,2.4208,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY BYO Sweet Potato Bowl","HUNGRY BYO Sweet Potato Bowl","Inactive",,1.8230,1.8230,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY BYO Tofu Cauliflower Bowl","HUNGRY BYO Tofu Cauliflower Bowl","Inactive",,1.8723,1.8723,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Carrot Slaw","HUNGRY Carrot Slaw","Each",,3.5759,3.5759,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Cauliflower + Potato","HUNGRY Cauliflower + Potato","Each",,18.0251,18.0251,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Charred Eggplant","HUNGRY Charred Eggplant","Each",,10.0324,10.0324,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Chicken Tikka","HUNGRY Chicken Tikka","Each",,17.2305,17.2305,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Chicken Tikka + Avocado Salad","HUNGRY Chicken Tikka + Avocado Salad","Each",,3.5089,3.5089,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Chicken Tikka Noodle Bowl","HUNGRY Chicken Tikka Noodle Bowl","Each",,3.1658,3.1658,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Chicken Tikka Rice Bowl","HUNGRY Chicken Tikka Rice Bowl","Each",,2.9986,2.9986,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Coconut Ginger Sauce","HUNGRY Coconut Ginger Sauce","Each",,6.7547,6.7547,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Coriander Chili","HUNGRY Coriander Chili","Each",,8.6797,8.6797,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Cucumber Cubes","HUNGRY Cucumber Cubes","Each",,1.6300,1.6300,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Garlic Naan","HUNGRY Garlic Naan","Each",,0.9358,0.9358,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Ginger Shrimp Bowl","HUNGRY Ginger Shrimp Bowl","Each",,5.1120,5.1120,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Ginger Tamarind","HUNGRY Ginger Tamarind","Each",,7.3589,7.3589,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Harvest Veggies","HUNGRY Harvest Veggies","Each",,18.9995,18.9995,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY House Vinaigrette","HUNGRY House Vinaigrette","Each",,3.4082,3.4082,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Indian Street Corn","HUNGRY Indian Street Corn","Each",,0.9344,0.9344,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Indian Yogurt","HUNGRY Indian Yogurt","Each",,4.7815,4.7815,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Kachumber Salad","HUNGRY Kachumber Salad","Each",,3.6600,3.6600,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Kokum Vinaigrette","HUNGRY Kokum Vinaigrette","Each",,2.9446,2.9446,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Lamb Kebab Bowl","HUNGRY Lamb Kebab Bowl","Each",,3.8949,3.8949,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Lamb Kebab Meatballs","HUNGRY Lamb Kebab Meatballs","Each",,26.7967,26.7967,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Lemon Turmeric Rice","HUNGRY Lemon Turmeric Rice","Each",,1.9437,1.9437,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Masala Beets","HUNGRY Masala Beets","Each",,7.7323,7.7323,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Mint Cilantro Chutney","HUNGRY Mint Cilantro Chutney","Each",,4.6977,4.6977,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Peanut Sesame","HUNGRY Peanut Sesame","Each",,4.6037,4.6037,"2026-06-24 10:52:36.47836+00"
"P05-2026","MI HUNGRY Pickled Onions","HUNGRY Pickled Onions","Each",,2.3957,2.3957,"2026-06-24 10:52:36.47836+00"
